Date,Year,Month,Region,ESG_Category,Current_Score,Industry_Average,Target_Score,Improvement_Rate_per_Month,Investment_Allocation_USD,Initiatives_Count
2023-10-01,2023,10,Middle East & Africa,Water Stewardship,78.4,68.2,90.6,0.17,53107.0,6
2023-10-01,2023,10,Middle East & Africa,Waste Management,87.0,72.6,95.0,0.02,47283.0,3
2023-10-01,2023,10,Middle East & Africa,Supply Chain,73.0,62.2,85.9,0.14,70643.0,6
2023-10-01,2023,10,Middle East & Africa,Employee Wellbeing,86.8,74.8,95.0,0.33,31952.0,3
2023-10-01,2023,10,Middle East & Africa,Community Impact,72.6,64.1,85.4,0.3,77647.0,8
2023-10-01,2023,10,Middle East & Africa,Governance,97.5,77.0,95.0,0.16,82851.0,8
2023-10-01,2023,10,Middle East & Africa,Innovation,76.2,65.6,92.9,0.25,45844.0,7
2023-11-01,2023,11,North America,Carbon Footprint,81.2,64.4,86.5,0.12,83225.0,9
2023-11-01,2023,11,North America,Water Stewardship,79.9,68.2,87.0,0.12,54402.0,5
2023-11-01,2023,11,North America,Waste Management,79.8,73.5,90.0,0.32,40089.0,9
2023-11-01,2023,11,North America,Supply Chain,72.0,58.3,84.7,0.38,68581.0,11
2023-11-01,2023,11,North America,Employee Wellbeing,94.1,75.6,95.0,0.35,74262.0,8
2023-11-01,2023,11,North America,Community Impact,80.0,65.2,87.8,0.08,38885.0,5
2023-11-01,2023,11,North America,Governance,91.0,80.2,95.0,0.22,41352.0,10
2023-11-01,2023,11,North America,Innovation,82.3,69.3,91.2,0.15,46646.0,11
2023-11-01,2023,11,Europe,Carbon Footprint,85.2,65.0,88.9,0.35,67979.0,8
2023-11-01,2023,11,Europe,Water Stewardship,86.8,69.1,95.0,0.1,59570.0,8
2023-11-01,2023,11,Europe,Waste Management,89.7,74.4,95.0,0.07,34085.0,3
2023-11-01,2023,11,Europe,Supply Chain,74.1,60.6,83.5,0.33,35924.0,8
2023-11-01,2023,11,Europe,Employee Wellbeing,92.2,78.5,94.5,0.06,76690.0,6
2023-11-01,2023,11,Europe,Community Impact,81.5,65.9,88.0,0.19,72834.0,5
2023-11-01,2023,11,Europe,Governance,92.4,79.5,95.0,0.12,50697.0,7
2023-11-01,2023,11,Europe,Innovation,87.1,68.5,89.0,0.07,75931.0,7
2023-11-01,2023,11,Asia Pacific,Carbon Footprint,68.3,66.1,81.9,0.09,78738.0,7
2023-11-01,2023,11,Asia Pacific,Water Stewardship,85.3,72.0,95.0,0.22,71986.0,6
2023-11-01,2023,11,Asia Pacific,Waste Management,86.8,73.9,95.0,0.34,53254.0,11
2023-11-01,2023,11,Asia Pacific,Supply Chain,72.3,61.0,85.7,0.19,68929.0,9
2023-11-01,2023,11,Asia Pacific,Employee Wellbeing,87.2,75.5,95.0,0.08,59093.0,4
2023-11-01,2023,11,Asia Pacific,Community Impact,64.4,68.1,88.0,0.35,53870.0,9
2023-11-01,2023,11,Asia Pacific,Governance,94.8,77.9,95.0,0.15,72169.0,9
2023-11-01,2023,11,Asia Pacific,Innovation,75.8,68.1,92.8,0.22,54679.0,8
2023-11-01,2023,11,Latin America,Carbon Footprint,84.0,66.3,81.4,0.35,57369.0,10
2023-11-01,2023,11,Latin America,Water Stewardship,84.9,71.0,95.0,0.16,48271.0,8
2023-11-01,2023,11,Latin America,Waste Management,78.4,73.2,95.0,0.18,79765.0,4
2023-11-01,2023,11,Latin America,Supply Chain,64.3,57.0,84.3,0.2,56125.0,10
2023-11-01,2023,11,Latin America,Employee Wellbeing,87.4,77.6,95.0,0.34,70508.0,3
2023-11-01,2023,11,Latin America,Community Impact,81.5,63.5,90.2,0.18,56060.0,3
2023-11-01,2023,11,Latin America,Governance,93.9,83.8,95.0,0.16,59971.0,9
2023-11-01,2023,11,Latin America,Innovation,83.5,64.9,90.7,0.28,71539.0,4
2023-11-01,2023,11,Middle East & Africa,Carbon Footprint,74.6,62.7,90.0,0.31,82305.0,8
2023-11-01,2023,11,Middle East & Africa,Water Stewardship,86.7,69.2,94.0,0.16,46956.0,4
2023-11-01,2023,11,Middle East & Africa,Waste Management,78.9,72.9,92.7,0.06,28354.0,3
2023-11-01,2023,11,Middle East & Africa,Supply Chain,74.4,61.4,82.0,0.27,44671.0,4
2023-11-01,2023,11,Middle East & Africa,Employee Wellbeing,90.0,79.1,95.0,0.14,66353.0,10
2023-11-01,2023,11,Middle East & Africa,Community Impact,77.0,67.4,93.8,0.24,71663.0,4
2023-11-01,2023,11,Middle East & Africa,Governance,88.1,82.5,95.0,0.18,60305.0,3
2023-11-01,2023,11,Middle East & Africa,Innovation,79.3,68.5,90.4,0.2,42915.0,3
2023-12-01,2023,12,North America,Carbon Footprint,71.0,66.8,86.7,0.36,28000.0,4
2023-12-01,2023,12,North America,Water Stewardship,82.1,66.2,91.6,0.2,81601.0,7
2023-12-01,2023,12,North America,Waste Management,85.3,71.3,92.3,0.16,30512.0,3
2023-12-01,2023,12,North America,Supply Chain,75.0,61.7,81.0,0.3,35872.0,9
2023-12-01,2023,12,North America,Employee Wellbeing,90.6,77.7,95.0,0.06,36358.0,10
2023-12-01,2023,12,North America,Community Impact,83.6,68.4,89.4,0.3,43254.0,6
2023-12-01,2023,12,North America,Governance,92.0,77.4,95.0,0.12,35154.0,10
2023-12-01,2023,12,North America,Innovation,82.1,67.7,88.8,0.06,25518.0,10
2023-12-01,2023,12,Europe,Carbon Footprint,82.2,60.5,90.7,0.25,40012.0,9
2023-12-01,2023,12,Europe,Water Stewardship,89.0,68.7,93.4,0.1,27784.0,4
2023-12-01,2023,12,Europe,Waste Management,89.3,69.2,94.5,0.04,56271.0,9
2023-12-01,2023,12,Europe,Supply Chain,77.6,61.4,79.1,0.12,63079.0,11
2023-12-01,2023,12,Europe,Employee Wellbeing,91.7,78.3,95.0,0.25,32677.0,9
2023-12-01,2023,12,Europe,Community Impact,82.3,61.3,86.5,0.18,71115.0,10
2023-12-01,2023,12,Europe,Governance,94.6,78.5,95.0,0.17,29636.0,10
2023-12-01,2023,12,Europe,Innovation,85.0,68.6,89.8,0.18,31683.0,5
2023-12-01,2023,12,Asia Pacific,Carbon Footprint,74.2,60.4,85.9,0.25,71700.0,8
2023-12-01,2023,12,Asia Pacific,Water Stewardship,82.9,70.8,93.1,0.15,69833.0,10
2023-12-01,2023,12,Asia Pacific,Waste Management,80.1,70.3,94.8,0.32,26248.0,3
2023-12-01,2023,12,Asia Pacific,Supply Chain,70.0,60.1,84.3,0.25,50078.0,11
2023-12-01,2023,12,Asia Pacific,Employee Wellbeing,84.6,79.0,95.0,0.36,64627.0,11
2023-12-01,2023,12,Asia Pacific,Community Impact,77.6,63.7,89.7,0.21,33068.0,9
2023-12-01,2023,12,Asia Pacific,Governance,86.8,76.3,95.0,0.15,50440.0,3
2023-12-01,2023,12,Asia Pacific,Innovation,76.8,68.0,91.7,0.27,64650.0,11
2023-12-01,2023,12,Latin America,Carbon Footprint,77.8,65.9,89.1,0.05,41854.0,7
2023-12-01,2023,12,Latin America,Water Stewardship,76.3,69.0,92.6,0.16,79769.0,4
2023-12-01,2023,12,Latin America,Waste Management,78.5,73.6,92.9,0.25,60763.0,3
2023-12-01,2023,12,Latin America,Supply Chain,70.9,59.0,84.3,0.17,79888.0,9
2023-12-01,2023,12,Latin America,Employee Wellbeing,84.9,78.0,95.0,0.09,71620.0,5
2023-12-01,2023,12,Latin America,Community Impact,72.2,66.3,89.0,0.21,26823.0,5
2023-12-01,2023,12,Latin America,Governance,94.6,79.4,95.0,0.16,54265.0,5
2023-12-01,2023,12,Latin America,Innovation,83.8,68.0,95.0,0.17,35895.0,11
2023-12-01,2023,12,Middle East & Africa,Carbon Footprint,74.9,63.5,84.7,0.15,49401.0,7
2023-12-01,2023,12,Middle East & Africa,Water Stewardship,79.3,70.0,94.9,0.14,73636.0,5
2023-12-01,2023,12,Middle East & Africa,Waste Management,78.3,71.7,95.0,0.13,46143.0,3
2023-12-01,2023,12,Middle East & Africa,Supply Chain,65.5,63.4,85.4,0.28,81762.0,6
2023-12-01,2023,12,Middle East & Africa,Employee Wellbeing,78.6,76.1,95.0,0.06,74682.0,4
2023-12-01,2023,12,Middle East & Africa,Community Impact,73.5,65.0,89.2,0.23,34744.0,3
2023-12-01,2023,12,Middle East & Africa,Governance,90.0,78.3,95.0,0.23,73663.0,3
2023-12-01,2023,12,Middle East & Africa,Innovation,79.8,67.2,91.0,0.29,63786.0,11
2024-01-01,2024,1,North America,Carbon Footprint,74.7,66.8,83.6,0.18,43243.0,7
2024-01-01,2024,1,North America,Water Stewardship,84.2,69.6,93.1,0.18,71296.0,9
2024-01-01,2024,1,North America,Waste Management,80.4,75.5,94.3,0.26,70008.0,11
2024-01-01,2024,1,North America,Supply Chain,75.0,62.6,85.3,0.18,27643.0,6
2024-01-01,2024,1,North America,Employee Wellbeing,92.7,78.2,95.0,0.33,33611.0,3
2024-01-01,2024,1,North America,Community Impact,82.1,68.6,85.6,0.19,81805.0,3
2024-01-01,2024,1,North America,Governance,92.0,85.2,95.0,0.33,53147.0,10
2024-01-01,2024,1,North America,Innovation,80.0,68.0,93.8,0.18,74866.0,5
2024-01-01,2024,1,Europe,Carbon Footprint,77.2,64.5,90.2,0.24,36251.0,5
2024-01-01,2024,1,Europe,Water Stewardship,92.5,69.6,90.3,0.31,39582.0,9
2024-01-01,2024,1,Europe,Waste Management,98.0,70.9,95.0,0.4,61784.0,10
2024-01-01,2024,1,Europe,Supply Chain,72.1,64.1,85.6,0.06,55653.0,9
2024-01-01,2024,1,Europe,Employee Wellbeing,93.7,75.9,95.0,0.28,62019.0,3
2024-01-01,2024,1,Europe,Community Impact,96.3,66.0,90.9,0.1,49176.0,11
2024-01-01,2024,1,Europe,Governance,92.4,82.9,95.0,0.37,67436.0,3
2024-01-01,2024,1,Europe,Innovation,84.5,69.5,82.3,0.25,84363.0,10
2024-01-01,2024,1,Asia Pacific,Carbon Footprint,77.9,62.6,90.2,0.18,26851.0,6
2024-01-01,2024,1,Asia Pacific,Water Stewardship,86.1,69.1,91.3,0.11,68433.0,3
2024-01-01,2024,1,Asia Pacific,Waste Management,84.4,70.5,95.0,0.26,56628.0,3
2024-01-01,2024,1,Asia Pacific,Supply Chain,69.5,60.1,81.4,0.19,67581.0,7
2024-01-01,2024,1,Asia Pacific,Employee Wellbeing,87.0,79.7,95.0,0.07,72425.0,6
2024-01-01,2024,1,Asia Pacific,Community Impact,75.5,64.8,90.3,0.31,25744.0,7
2024-01-01,2024,1,Asia Pacific,Governance,80.3,80.1,95.0,0.1,29498.0,5
2024-01-01,2024,1,Asia Pacific,Innovation,77.5,66.4,91.3,0.22,47796.0,10
2024-01-01,2024,1,Latin America,Carbon Footprint,84.9,66.1,91.5,0.23,27519.0,3
2024-01-01,2024,1,Latin America,Water Stewardship,82.7,68.9,95.0,0.31,67756.0,5
2024-01-01,2024,1,Latin America,Waste Management,82.5,72.6,95.0,0.35,40532.0,11
2024-01-01,2024,1,Latin America,Supply Chain,74.0,62.1,85.4,0.2,52727.0,7
2024-01-01,2024,1,Latin America,Employee Wellbeing,91.7,74.6,95.0,0.18,55598.0,9
2024-01-01,2024,1,Latin America,Community Impact,81.7,66.0,80.7,0.16,66047.0,3
2024-01-01,2024,1,Latin America,Governance,88.9,83.5,95.0,0.16,32637.0,6
2024-01-01,2024,1,Latin America,Innovation,81.2,66.9,90.5,0.25,79222.0,9
2024-01-01,2024,1,Middle East & Africa,Carbon Footprint,80.2,60.7,89.1,0.1,27688.0,10
2024-01-01,2024,1,Middle East & Africa,Water Stewardship,79.2,70.2,94.2,0.25,65676.0,6
2024-01-01,2024,1,Middle East & Africa,Waste Management,82.1,70.6,91.2,0.06,58929.0,4
2024-01-01,2024,1,Middle East & Africa,Supply Chain,74.2,58.3,79.6,0.18,82589.0,9
2024-01-01,2024,1,Middle East & Africa,Employee Wellbeing,84.9,76.7,95.0,0.08,83129.0,7
2024-01-01,2024,1,Middle East & Africa,Community Impact,72.9,66.2,84.0,0.26,36888.0,7
2024-01-01,2024,1,Middle East & Africa,Governance,94.5,78.2,95.0,0.26,44348.0,4
2024-01-01,2024,1,Middle East & Africa,Innovation,83.3,62.9,94.3,0.05,64745.0,3
2024-02-01,2024,2,North America,Carbon Footprint,79.4,64.6,87.1,0.16,61232.0,9
2024-02-01,2024,2,North America,Water Stewardship,87.7,69.2,86.0,0.3,68155.0,11
2024-02-01,2024,2,North America,Waste Management,82.7,71.3,93.2,0.2,65475.0,5
2024-02-01,2024,2,North America,Supply Chain,81.1,58.8,78.2,0.19,77822.0,9
2024-02-01,2024,2,North America,Employee Wellbeing,96.4,78.6,94.6,0.08,34607.0,10
2024-02-01,2024,2,North America,Community Impact,84.1,63.1,90.9,0.14,31315.0,8
2024-02-01,2024,2,North America,Governance,95.2,82.1,95.0,0.39,58542.0,3
2024-02-01,2024,2,North America,Innovation,83.4,65.1,90.2,0.27,68535.0,9
2024-02-01,2024,2,Europe,Carbon Footprint,78.5,64.6,83.1,0.13,76221.0,7
2024-02-01,2024,2,Europe,Water Stewardship,90.1,70.1,94.3,0.25,33533.0,3
2024-02-01,2024,2,Europe,Waste Management,91.5,70.8,92.1,0.18,69341.0,4
2024-02-01,2024,2,Europe,Supply Chain,84.1,61.1,77.6,0.14,37072.0,7
2024-02-01,2024,2,Europe,Employee Wellbeing,95.1,77.9,95.0,0.38,52958.0,4
2024-02-01,2024,2,Europe,Community Impact,82.6,63.6,88.3,0.19,70702.0,8
2024-02-01,2024,2,Europe,Governance,98.0,79.0,95.0,0.4,64465.0,10
2024-02-01,2024,2,Europe,Innovation,84.3,70.2,89.5,0.03,81758.0,10
2024-02-01,2024,2,Asia Pacific,Carbon Footprint,75.1,61.5,87.8,0.33,49232.0,5
2024-02-01,2024,2,Asia Pacific,Water Stewardship,83.5,69.0,94.2,0.24,41964.0,10
2024-02-01,2024,2,Asia Pacific,Waste Management,71.8,72.8,90.3,0.29,25958.0,6
2024-02-01,2024,2,Asia Pacific,Supply Chain,72.8,56.5,82.4,0.24,84828.0,3
2024-02-01,2024,2,Asia Pacific,Employee Wellbeing,88.0,76.0,95.0,0.35,42163.0,10
2024-02-01,2024,2,Asia Pacific,Community Impact,80.4,66.5,89.5,0.25,84604.0,10
2024-02-01,2024,2,Asia Pacific,Governance,85.4,83.0,95.0,0.22,43329.0,3
2024-02-01,2024,2,Asia Pacific,Innovation,78.0,66.8,88.3,0.25,25720.0,9
2024-02-01,2024,2,Latin America,Carbon Footprint,74.8,64.3,87.3,0.24,64091.0,10
2024-02-01,2024,2,Latin America,Water Stewardship,86.8,66.1,94.4,0.21,32889.0,9
2024-02-01,2024,2,Latin America,Waste Management,90.6,72.5,92.8,0.14,52703.0,11
2024-02-01,2024,2,Latin America,Supply Chain,74.0,59.6,86.0,0.25,44444.0,5
2024-02-01,2024,2,Latin America,Employee Wellbeing,91.0,75.7,93.5,0.13,31800.0,5
2024-02-01,2024,2,Latin America,Community Impact,81.9,60.5,85.7,0.28,31040.0,10
2024-02-01,2024,2,Latin America,Governance,91.3,77.6,95.0,0.24,30563.0,6
2024-02-01,2024,2,Latin America,Innovation,82.9,67.7,86.2,0.21,64346.0,5
2024-02-01,2024,2,Middle East & Africa,Carbon Footprint,80.9,63.4,90.2,0.12,28345.0,6
2024-02-01,2024,2,Middle East & Africa,Water Stewardship,81.9,70.1,93.0,0.19,75046.0,7
2024-02-01,2024,2,Middle East & Africa,Waste Management,76.0,75.8,93.9,0.19,62304.0,9
2024-02-01,2024,2,Middle East & Africa,Supply Chain,74.1,62.5,82.5,0.29,61071.0,4
2024-02-01,2024,2,Middle East & Africa,Employee Wellbeing,91.2,79.3,95.0,0.22,34523.0,4
2024-02-01,2024,2,Middle East & Africa,Community Impact,75.7,62.4,93.2,0.3,78866.0,8
2024-02-01,2024,2,Middle East & Africa,Governance,95.0,78.0,95.0,0.33,41414.0,6
2024-02-01,2024,2,Middle East & Africa,Innovation,74.4,66.8,86.3,0.18,54967.0,3
2024-03-01,2024,3,North America,Carbon Footprint,75.2,63.9,88.8,0.1,31708.0,8
2024-03-01,2024,3,North America,Water Stewardship,83.2,69.8,94.1,0.22,54570.0,10
2024-03-01,2024,3,North America,Waste Management,82.7,73.9,95.0,0.29,31251.0,11
2024-03-01,2024,3,North America,Supply Chain,72.7,57.4,89.7,0.14,64897.0,5
2024-03-01,2024,3,North America,Employee Wellbeing,86.4,76.2,95.0,0.19,70043.0,6
2024-03-01,2024,3,North America,Community Impact,77.7,63.2,90.9,0.13,30798.0,7
2024-03-01,2024,3,North America,Governance,94.0,80.1,95.0,0.22,69623.0,10
2024-03-01,2024,3,North America,Innovation,76.0,65.7,92.8,0.12,75429.0,9
2024-03-01,2024,3,Europe,Carbon Footprint,75.6,63.2,89.4,0.19,76792.0,5
2024-03-01,2024,3,Europe,Water Stewardship,92.6,68.6,95.0,0.02,50339.0,5
2024-03-01,2024,3,Europe,Waste Management,88.9,71.4,93.4,0.13,29548.0,6
2024-03-01,2024,3,Europe,Supply Chain,80.9,60.1,82.3,0.19,46742.0,10
2024-03-01,2024,3,Europe,Employee Wellbeing,90.1,75.0,95.0,0.25,83216.0,10
2024-03-01,2024,3,Europe,Community Impact,86.7,68.3,90.2,0.11,45828.0,7
2024-03-01,2024,3,Europe,Governance,96.9,78.8,95.0,0.41,45611.0,7
2024-03-01,2024,3,Europe,Innovation,84.1,70.3,95.0,0.21,75497.0,7
2024-03-01,2024,3,Asia Pacific,Carbon Footprint,73.6,64.9,89.5,0.09,35545.0,11
2024-03-01,2024,3,Asia Pacific,Water Stewardship,86.3,68.2,91.1,0.21,67545.0,10
2024-03-01,2024,3,Asia Pacific,Waste Management,82.0,72.6,95.0,0.2,41152.0,4
2024-03-01,2024,3,Asia Pacific,Supply Chain,73.8,58.4,78.3,0.17,79800.0,7
2024-03-01,2024,3,Asia Pacific,Employee Wellbeing,81.4,77.7,95.0,0.12,45583.0,7
2024-03-01,2024,3,Asia Pacific,Community Impact,78.7,66.6,87.9,0.07,26652.0,5
2024-03-01,2024,3,Asia Pacific,Governance,92.9,79.5,94.7,0.28,26098.0,10
2024-03-01,2024,3,Asia Pacific,Innovation,81.8,69.7,86.2,0.01,83508.0,8
2024-03-01,2024,3,Latin America,Carbon Footprint,76.5,65.0,84.2,0.04,44016.0,10
2024-03-01,2024,3,Latin America,Water Stewardship,86.7,70.0,92.5,0.19,33284.0,4
2024-03-01,2024,3,Latin America,Waste Management,81.8,73.0,95.0,0.15,32486.0,3
2024-03-01,2024,3,Latin America,Supply Chain,81.7,60.8,83.8,0.27,81771.0,5
2024-03-01,2024,3,Latin America,Employee Wellbeing,95.1,76.1,95.0,0.3,55361.0,3
2024-03-01,2024,3,Latin America,Community Impact,76.1,64.0,87.0,0.11,83647.0,6
2024-03-01,2024,3,Latin America,Governance,95.9,78.4,95.0,0.29,73561.0,5
2024-03-01,2024,3,Latin America,Innovation,78.3,67.8,92.3,-0.06,68517.0,8
2024-03-01,2024,3,Middle East & Africa,Carbon Footprint,75.0,64.7,84.5,0.24,53685.0,7
2024-03-01,2024,3,Middle East & Africa,Water Stewardship,80.2,71.6,95.0,0.06,38243.0,4
2024-03-01,2024,3,Middle East & Africa,Waste Management,81.6,71.8,90.7,0.17,53234.0,3
2024-03-01,2024,3,Middle East & Africa,Supply Chain,69.4,59.7,79.9,0.3,56240.0,3
2024-03-01,2024,3,Middle East & Africa,Employee Wellbeing,88.6,77.0,95.0,0.28,31004.0,6
2024-03-01,2024,3,Middle East & Africa,Community Impact,77.4,63.8,87.8,0.09,43330.0,9
2024-03-01,2024,3,Middle East & Africa,Governance,97.0,79.9,95.0,0.12,51287.0,6
2024-03-01,2024,3,Middle East & Africa,Innovation,89.2,65.8,93.3,0.07,80685.0,9
2024-04-01,2024,4,North America,Carbon Footprint,88.7,63.4,84.9,0.24,64407.0,4
2024-04-01,2024,4,North America,Water Stewardship,83.2,68.5,94.5,0.21,66918.0,8
2024-04-01,2024,4,North America,Waste Management,83.4,71.2,91.0,0.25,67396.0,4
2024-04-01,2024,4,North America,Supply Chain,78.1,58.6,81.6,0.3,37403.0,11
2024-04-01,2024,4,North America,Employee Wellbeing,93.2,78.2,95.0,0.06,29093.0,3
2024-04-01,2024,4,North America,Community Impact,75.5,63.0,89.7,0.23,39763.0,4
2024-04-01,2024,4,North America,Governance,95.3,79.4,95.0,0.4,74217.0,5
2024-04-01,2024,4,North America,Innovation,82.0,64.0,88.0,0.28,37602.0,7
2024-04-01,2024,4,Europe,Carbon Footprint,84.0,62.8,88.3,0.47,77336.0,9
2024-04-01,2024,4,Europe,Water Stewardship,87.4,67.8,95.0,0.14,68142.0,7
2024-04-01,2024,4,Europe,Waste Management,89.0,74.4,95.0,0.14,31863.0,9
2024-04-01,2024,4,Europe,Supply Chain,82.0,62.5,83.1,0.33,78822.0,8
2024-04-01,2024,4,Europe,Employee Wellbeing,98.0,82.0,95.0,0.23,66702.0,5
2024-04-01,2024,4,Europe,Community Impact,85.0,63.5,91.6,0.17,71392.0,4
2024-04-01,2024,4,Europe,Governance,96.5,79.9,95.0,0.14,38929.0,10
2024-04-01,2024,4,Europe,Innovation,81.5,66.8,95.0,0.28,80609.0,9
2024-04-01,2024,4,Asia Pacific,Carbon Footprint,76.2,63.0,85.8,0.05,56950.0,9
2024-04-01,2024,4,Asia Pacific,Water Stewardship,81.1,70.4,95.0,0.23,68158.0,7
2024-04-01,2024,4,Asia Pacific,Waste Management,81.9,68.6,90.4,0.18,78377.0,8
2024-04-01,2024,4,Asia Pacific,Supply Chain,66.7,59.5,80.6,0.31,61378.0,8
2024-04-01,2024,4,Asia Pacific,Employee Wellbeing,88.8,80.7,95.0,0.22,64917.0,4
2024-04-01,2024,4,Asia Pacific,Community Impact,76.5,60.1,91.3,0.29,67295.0,3
2024-04-01,2024,4,Asia Pacific,Governance,84.4,78.5,95.0,0.08,36575.0,7
2024-04-01,2024,4,Asia Pacific,Innovation,78.7,68.1,92.2,0.25,48955.0,9
2024-04-01,2024,4,Latin America,Carbon Footprint,74.2,62.8,83.0,0.21,83534.0,10
2024-04-01,2024,4,Latin America,Water Stewardship,83.8,71.0,88.2,0.2,63148.0,10
2024-04-01,2024,4,Latin America,Waste Management,78.8,72.0,92.8,0.2,68267.0,7
2024-04-01,2024,4,Latin America,Supply Chain,74.7,60.6,82.9,0.25,79582.0,6
2024-04-01,2024,4,Latin America,Employee Wellbeing,89.8,79.8,95.0,0.18,66947.0,10
2024-04-01,2024,4,Latin America,Community Impact,82.7,65.2,87.3,0.21,71012.0,3
2024-04-01,2024,4,Latin America,Governance,92.4,82.0,95.0,0.26,63218.0,9
2024-04-01,2024,4,Latin America,Innovation,80.3,68.7,86.2,0.22,53053.0,4
2024-04-01,2024,4,Middle East & Africa,Carbon Footprint,70.6,66.2,85.8,0.29,42210.0,7
2024-04-01,2024,4,Middle East & Africa,Water Stewardship,80.5,68.9,93.0,0.35,37381.0,3
2024-04-01,2024,4,Middle East & Africa,Waste Management,91.1,71.5,91.2,0.13,48783.0,11
2024-04-01,2024,4,Middle East & Africa,Supply Chain,66.1,59.0,86.9,0.23,26340.0,8
2024-04-01,2024,4,Middle East & Africa,Employee Wellbeing,87.6,78.1,95.0,0.28,56004.0,11
2024-04-01,2024,4,Middle East & Africa,Community Impact,78.9,63.8,87.9,0.33,25389.0,7
2024-04-01,2024,4,Middle East & Africa,Governance,93.2,77.7,95.0,0.37,62848.0,3
2024-04-01,2024,4,Middle East & Africa,Innovation,79.3,66.9,89.8,0.27,65472.0,4
2024-05-01,2024,5,North America,Carbon Footprint,77.9,60.5,88.1,0.21,59465.0,3
2024-05-01,2024,5,North America,Water Stewardship,78.3,68.6,93.1,0.03,44000.0,5
2024-05-01,2024,5,North America,Waste Management,85.9,72.9,92.3,0.11,73662.0,10
2024-05-01,2024,5,North America,Supply Chain,70.8,63.7,83.6,0.18,75929.0,6
2024-05-01,2024,5,North America,Employee Wellbeing,92.8,73.5,95.0,0.16,82185.0,7
2024-05-01,2024,5,North America,Community Impact,74.3,64.8,93.1,0.2,39883.0,6
2024-05-01,2024,5,North America,Governance,91.6,77.8,95.0,0.25,26772.0,7
2024-05-01,2024,5,North America,Innovation,73.4,68.7,88.9,0.21,45434.0,4
2024-05-01,2024,5,Europe,Carbon Footprint,80.3,61.3,84.3,0.2,31079.0,9
2024-05-01,2024,5,Europe,Water Stewardship,83.8,69.3,95.0,0.11,28106.0,7
2024-05-01,2024,5,Europe,Waste Management,95.1,71.0,95.0,0.3,48087.0,8
2024-05-01,2024,5,Europe,Supply Chain,73.0,62.3,86.0,0.14,55054.0,7
2024-05-01,2024,5,Europe,Employee Wellbeing,89.5,75.3,95.0,0.23,51442.0,9
2024-05-01,2024,5,Europe,Community Impact,79.7,66.8,89.1,0.16,73684.0,11
2024-05-01,2024,5,Europe,Governance,98.0,79.2,95.0,0.37,67627.0,4
2024-05-01,2024,5,Europe,Innovation,79.5,64.9,91.7,0.19,55174.0,4
2024-05-01,2024,5,Asia Pacific,Carbon Footprint,78.1,61.1,92.2,0.26,54938.0,11
2024-05-01,2024,5,Asia Pacific,Water Stewardship,87.6,71.9,91.9,0.28,45817.0,3
2024-05-01,2024,5,Asia Pacific,Waste Management,88.5,72.8,95.0,0.32,35441.0,9
2024-05-01,2024,5,Asia Pacific,Supply Chain,77.2,61.0,84.8,0.21,62622.0,8
2024-05-01,2024,5,Asia Pacific,Employee Wellbeing,86.1,79.1,95.0,0.0,60068.0,4
2024-05-01,2024,5,Asia Pacific,Community Impact,79.6,66.2,90.3,0.46,42679.0,11
2024-05-01,2024,5,Asia Pacific,Governance,90.1,83.3,95.0,0.32,28589.0,4
2024-05-01,2024,5,Asia Pacific,Innovation,77.7,65.3,85.6,0.35,56809.0,3
2024-05-01,2024,5,Latin America,Carbon Footprint,74.7,67.9,87.3,0.07,71857.0,6
2024-05-01,2024,5,Latin America,Water Stewardship,80.7,69.3,95.0,0.23,58680.0,4
2024-05-01,2024,5,Latin America,Waste Management,86.0,72.1,95.0,0.22,30070.0,5
2024-05-01,2024,5,Latin America,Supply Chain,78.9,58.6,76.5,0.18,34484.0,10
2024-05-01,2024,5,Latin America,Employee Wellbeing,89.5,76.3,95.0,0.07,50563.0,7
2024-05-01,2024,5,Latin America,Community Impact,81.8,65.6,89.5,0.01,30993.0,9
2024-05-01,2024,5,Latin America,Governance,98.0,80.7,95.0,0.03,73454.0,5
2024-05-01,2024,5,Latin America,Innovation,86.2,67.4,90.2,0.17,75727.0,7
2024-05-01,2024,5,Middle East & Africa,Carbon Footprint,75.2,65.3,85.4,0.3,73719.0,9
2024-05-01,2024,5,Middle East & Africa,Water Stewardship,90.1,64.8,95.0,0.25,68318.0,11
2024-05-01,2024,5,Middle East & Africa,Waste Management,85.6,72.7,95.0,0.28,34239.0,11
2024-05-01,2024,5,Middle East & Africa,Supply Chain,72.5,59.6,83.1,0.16,49729.0,8
2024-05-01,2024,5,Middle East & Africa,Employee Wellbeing,92.6,78.5,95.0,0.23,50046.0,10
2024-05-01,2024,5,Middle East & Africa,Community Impact,82.8,67.2,85.9,0.09,82349.0,10
2024-05-01,2024,5,Middle East & Africa,Governance,93.3,77.5,94.3,0.15,53237.0,8
2024-05-01,2024,5,Middle East & Africa,Innovation,81.1,68.4,89.9,0.17,55668.0,10
2024-06-01,2024,6,North America,Carbon Footprint,77.4,65.6,83.9,0.07,59720.0,5
2024-06-01,2024,6,North America,Water Stewardship,83.1,71.7,93.2,0.06,77098.0,6
2024-06-01,2024,6,North America,Waste Management,84.7,74.4,93.6,0.27,53314.0,5
2024-06-01,2024,6,North America,Supply Chain,72.2,57.2,86.3,0.14,69858.0,6
